record_id,title,authors,year,doi,journal_name,study_design,ai_technology_type,clinical_domain,vietnam_province_region,ethical_principles_addressed,governance_framework_mentioned,data_privacy_security,human_in_the_loop,transparency_explainability,bias_fairness,accountability_responsibility,informed_consent,regulatory_compliance,stakeholder_engagement,sample_size,data_source,implementation_barrier,key_finding,extraction_status,extraction_confidence,extracted_by,extraction_date,notes,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48
REC_IND_0055,Development and Validation of Machine Learning Models for Predicting Low Birth Weight in Singleton Pregnancies in Vietnam,"['Rang Ngoc Nguyen', 'Thuyen K Truong', 'Tri H Ngo']",2026,https://doi.org/10.7759/cureus.106995,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0056,"Harnessing artificial intelligence for dengue forecasting in climate-vulnerable regions: A narrative review with insights from Ba Ria–Vung Tau, Vietnam",['Đặng Anh Tuấn'],2025,https://doi.org/10.1016/j.actatropica.2025.107909,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0057,Machine learning-based model for prediction of carbamazepine- and allopurinol-induced severe cutaneous adverse reactions in Vietnamese,"['Nguyen Thanh Nguyen', 'Mai Tran', 'Hien Quoc Vu', 'Vinh Chi Duong', 'Thi Thanh Loan Nguyen', 'Oanh Thi Hoang', 'Vu Nguyen Anh Mai', 'Thu-Thuy Can', 'Nga Quynh Do', 'Huong Le Thi Minh', 'Nguyet Nhu Nguyen', 'Hang Vu Thi', 'Mai Thi Vu', 'Quynh Anh Nguyen', 'Yen Thi Hai Pham', 'Khiem Van Nguyen', 'Ly Le', 'Sheryl van Nunen', 'Timothy John Craig', 'Hieu Chi Chu', 'Nam Sy Vo', 'Dinh Van Nguyen']",2026,https://doi.org/10.1016/j.waojou.2026.101408,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0058,Coronary CT Angiography-Derived Fractional Flow Reserve in Asia and the United States: 2025 Status Update,"['Woo Jin Ahn', 'Maros Ferencik', 'Ming‐Yen Ng', 'Liang Zhong', 'Mona Bhatia', 'Akira Kurata', 'Pannipa Suwannasom', 'Yung‐Liang Wan', 'Trang Ngoc Nguyen', 'Suyon Chang', 'Sung Mok Kim', 'Hwan Seok Yong', 'Cherry Kim']",2026,https://doi.org/10.3348/kjr.2025.1208,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0060,Multidimensional Machine Learning for Assessing Parameters Associated With COVID-19 in Vietnam: Validation Study (Preprint),"['Tue T. Nguyen', 'Ho Cam Tu', 'Huong Thi Thu Bui', 'Lam Khanh Ho', 'Van Thanh Ta']",2022,https://doi.org/10.2196/preprints.42895,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0061,Ecological Epidemiology Insights into Clonorchiosis Endemicity in Southern China and Northern Vietnam: A Comprehensive Machine Learning Analysis,"['Jinxin Zheng', 'Huihui Zhu', 'Shang Xia', 'Men‐Bao Qian', 'Robert Bergquist', 'Hung Manh Nguyen', 'Xiao‐Nong Zhou']",2024,https://doi.org/10.21203/rs.3.rs-4399445/v1,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0062,Integrating google trends and hybrid statistical-machine learning models for dengue surveillance in an inland vietnamese province: a 94-month evaluation (2013–2021) with search-signal anomaly screening,"['Dang Anh Tuan', 'Pham Vu Nhat Uyen']",2026,https://doi.org/10.1007/s00484-026-03241-1,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0063,APPLICATION OF ARTIFICIAL INTELLIGENCE TO DEVELOP A MODEL FOR IDENTIFYING MANIA BASED ON VOICE: PRELIMINARY RESULTS,"['Nguyen Hoang Long', 'Nguyễn Hương Giang', 'Hoang Dinh Tri Dung', 'Ngo Thi Tam', 'Nguyen Trong Hung', 'Nguyen Van Phi']",2026,https://doi.org/10.52163/yhc.v67ie1.5097,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0065,Prediction of Early Functional Outcome After Acute Ischemic Stroke Using Real-World Clinical Data in Vietnam and Indonesia: Retrospective Cohort Study,"['Annisa Ristya Rahmanti', 'Lutfan Lazuardi', 'Cong Minh Tran', 'Hanifah Wulandari', 'Ika Agustin Atika Putri', 'Farida Niken A.N. Hati', 'Mai Duy Ton', 'Huan X. Nguyen']",2026,https://doi.org/10.3233/shti260140,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0066,Accelerating Cough-Based Algorithms for Pulmonary Tuberculosis Screening: Results From the CODA TB DREAM Challenge,"['Devan Jaganath', 'Solveig K. Sieberts', 'Mihaja Raberahona', 'Sophie Huddart', 'Larsson Omberg', 'Rivo Andry Rakotoarivelo', 'Issa N. Lyimo', 'Omar Lweno', 'Devasahayam Jesudas Christopher', 'Nguyen Viet Nhung', 'William Worodria', 'Charles Yu', 'Jhih-Yu Chen', 'Sz-Hau Chen', 'Tsai‐Min Chen', 'Chih-Han Huang', 'Kuei-Lin Huang', 'Filip Mulier', 'Daniel Rafter', 'Edward S.C. Shih', 'Yu Tsao', 'Hsuan-Kai Wang', 'Chih‐Hsun Wu', 'Christine Bachman', 'Stephen Burkot', 'Puneet Dewan', 'Sourabh Kulhare', 'Peter M. Small', 'Vijay Yadav', 'Simon Grandjean Lapierre', 'Grant Theron', 'Adithya Cattamanchi', 'Gautam Ahuja', 'Shalini Balodi', 'Diya Khurdiya', 'Rintu Kutum', 'Aakash M Rao', 'Ashwin Salampuria', 'Sina Akbarian', 'Sepehr Asgarian', 'Akanksha Arora', 'Shubham Choudhury', 'Gajendra P. S. Raghava', 'Sherry Dong', 'Yuanfang Guan', 'Nan Yu', 'Hanrui Zhang', 'Aniket Gupta', 'Tenglong Li', 'Rohan Singh', 'Jouhyun Jeon', 'Qayam Jetha', 'Zhixiang Lu', 'Sumeet Patiyal', 'Chandra Suda']",2025,https://doi.org/10.1093/ofid/ofaf572,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0067,Transfer Learning Enhances Neurological Outcome Prediction for Out-of-Hospital Cardiac Arrest: Validation Across Diverse Geographic Contexts,"['Siqi Li', 'Yohei Okada', 'Wenjun Gu', 'Michael Hao Chen', 'Marcus Eng Hock Ong', 'Nan Liu']",2025,https://doi.org/10.3233/shti251300,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0068,Feasibility and accuracy of artificial intelligence for automatic qualification of two-dimensional and three-dimensional left ventricular ejection fraction and global longitudinal strain in echocardiography,"['Hoai Thi Thu Nguyen', 'Vu Thi Thom']",2023,https://doi.org/10.47972/vjcts.v40i.836,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0069,Severity detection tool for patients with infectious disease,"['Girmaw Abebe Tadesse', 'Tingting Zhu', 'Nhan Le Nguyen Thanh', 'Nguyễn Thanh Hùng', 'Ha Thi Hai Duong', 'Truong Huu Khanh', 'Pham Van Quang', 'Duc Duong Tran', 'Lam Minh Yen', 'H. Rogier van Doorn', 'Nguyễn Văn Hảo', 'John Prince', 'Hamza Javed', 'DaniKiyasseh', 'Le Van Tan', 'Louise Thwaites', 'David A. Clifton']",2020,https://doi.org/10.1049/htl.2019.0030,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0070,An Android-Based mHealth App for Color Vision Screening and Career Guidance: Design and Validation,"['Thi Yen Phan', 'Vinh Dang', 'V. Dang']",2025,https://doi.org/10.3991/ijoe.v21i14.58157,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0072,Adapting and Scaling a Digital Health Intervention to Improve Maternal and Child Health Among Ethnic Minority Women in Vietnam Amid the COVID-19 Context: Protocol for the dMOM Project (Preprint),"['Bronwyn McBride', 'John O’Neil', 'P. Nguyen', 'Linh Dang', 'Hue Thi Trinh', 'Vu Cong Nguyen', 'Nguyễn Thanh Liêm']",2022,https://doi.org/10.2196/preprints.44720,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0073,Leveraging AI and Transfer Learning to Enhance Outcome Prediction for Out-of-Hospital Cardiac Arrest in Diverse Settings: Insights from the Pan-Asian Resuscitation Outcomes Study,"['Siqi Li', 'Yohei Okada', 'Wenjun Gu', 'Michael Hao Chen', 'Do Ngoc Son', 'Pham Dinh Quyet', 'Quoc TA Hoang', 'Marcus Eng Hock Ong', 'Nan Liu', 'the PAROS Investigators']",2025,https://doi.org/10.1101/2025.05.11.25327388,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0074,327 An ai-based retinal cardiovascular risk biomarker reflects coronary angiographic disease burden,"['Tung T. Hoang', 'Lan-Hieu Nguyen', 'Quan Hong Tran', 'My-Linh Thi Pham', 'Thuy Phuong Mai', 'Thu Thi Nguyen', 'Husain Khaki', 'Yong Yu Tan', 'Dongjin Nam', 'Tyler Hyungtaek Rim', 'Sahil Thakur']",2026,https://doi.org/10.1136/heartjnl-2026-bcs.263,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0076,Academic use of ChatGPT among postgraduate healthcare students: Findings from a cross-sectional study,"['Luu Thi Thuy', 'Tran Thi Hoang Oanh', 'Nguyễn Thị Thu Thảo', 'Dang Van Thoi', 'Le Thi Anh Tuyet', 'Nguyen Hoa Van Chi', 'Nguyễn Hương Giang', 'Nguyen Thi Ai Ny', 'Tran Thi Thu Trang']",2026,https://doi.org/10.29060/taps.2026-11-3/oa3767,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0078,Prediction of Non-Alcoholic Fatty Liver Disease Based on Anthropometric and Paraclinical Laboratory Data in the Vietnamese Population,"['Thi-Thuy Pham', 'Huu-Phong Nguyen', 'Thi-Hong-Tham Pham', 'Duy-Hai Vu', 'Binh-Giang Tran', 'Nguyen-Hung Luu', 'Gia-Anh Pham', 'Vu-Khanh-An Le', 'Hai Vu']",2025,https://doi.org/10.1109/ichst66555.2025.11428378,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0080,Feasibility of Real-Time AI Models For Clinical Tasks Involving Tetanus: Study Protocol,"['Ho Bich Hai', 'James Anibal', 'Ha Thi Hai Duong', 'Le Dinh Van Khoa', 'Nguyen Quang Vy', 'Vo Tan Hoang', 'Hong-Phuc Vo', 'Le Thanh Phuong', 'Le Van Tan', 'Lam Minh Yen', 'David Clifton', 'Louise Thwaites']",2026,https://doi.org/10.12688/wellcomeopenres.26814.1,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0084,Clinical Features And Neuroimaging Findings In Acute Cerebral Infarction Patients Using RAPID Artificial Intelligent (RAPID AI) Software Analysis – A Series Of 54 Cases,"['Ngoc Huy Nguyen', 'Minh Van Hoang', 'Anthony Rudd', 'An Quang Nguyen', 'Thong Van Nguyen', 'Luc Quang Tran', 'Tuan Ngoc Nguyen']",2021,https://doi.org/10.21203/rs.3.rs-534389/v1,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0085,Development of Effective Malnutrition Level Detection Models,"['Tú Tran', 'Chau Vo', 'Hau Nguyen', 'Tuan Tran', 'Ngoc Cuong Nguyen']",2025,https://doi.org/10.1109/bmeicon66226.2025.11113717,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
